username,mean_rating,std_dev_rating,min_rating,max_rating,game_count
ornord,2203.0,,2203,2203,1
oseiovisk,2180.0,,2180,2180,1
ostinat0,2327.0,,2327,2327,1
otiefotie,2187.0,,2187,2187,1
p3navarro85,2323.0,,2323,2323,1
pacer91,2379.0,,2379,2379,1
palefire_3,2219.0,,2219,2219,1
paular79,2210.0,,2210,2210,1
pavelalexandru07,2263.0,,2263,2263,1
pdor59,2244.0,,2244,2244,1
peponete,2188.0,,2188,2188,1
peterpap,2171.0,,2171,2171,1
plus7againstGawain,2352.0,,2352,2352,1
poezd34,2267.0,,2267,2267,1
popescu_daniel,2196.0,,2196,2196,1
predator_38,2216.0,,2216,2216,1
prepper132,2426.5,0.7071067811865476,2426,2427,2
pt_shahmat,2204.0,,2204,2204,1
ptijean67,2274.0,,2274,2274,1
pulkit46,2208.0,,2208,2208,1
pupuljan,2161.0,,2161,2161,1
purehorses,2407.0,4.242640687119285,2404,2410,2
purpleberry22,2408.0,,2408,2408,1
ricardoschutt,2222.0,,2222,2222,1
rigapan,2285.0,,2285,2285,1
rk12387,2215.0,,2215,2215,1
rozabaku,2388.0,,2388,2388,1
rvchess777,2273.0,,2273,2273,1
ryro98,2231.0,,2231,2231,1
saba_amiridze,2208.0,,2208,2208,1
samojelegenda,2221.0,,2221,2221,1
samurai_tak,2171.0,,2171,2171,1
santiagopinon,2168.0,,2168,2168,1
saprullah,2178.0,,2178,2178,1
sara1982bih,2261.0,,2261,2261,1
sas272,2248.0,,2248,2248,1
sasha_00054,2245.0,,2245,2245,1
sayfiye,2200.0,,2200,2200,1
senhoreu,2234.0,5.656854249492381,2230,2238,2
serhanberat_ozdemir,2502.0,43.840620433565945,2471,2533,2
sernas,2214.0,,2214,2214,1
shaheus,2225.0,,2225,2225,1
shakkyman,2308.0,,2308,2308,1
sheersing,2214.0,,2214,2214,1
shivanshtiwari2476,2202.0,,2202,2202,1
shmily197,2199.0,18.384776310850235,2186,2212,2
shreyahipparagi,2250.0,,2250,2250,1
sleepypawnzzz,2303.0,,2303,2303,1
smirnovmars,2166.0,,2166,2166,1
smitghag,2216.0,,2216,2216,1
sofronitzky,2165.0,,2165,2165,1
solofon,2175.0,,2175,2175,1
speedyg2,2172.0,,2172,2172,1
spieler1,2332.0,,2332,2332,1
stasiek18,2452.0,,2452,2452,1
stefanbusch,2259.0,,2259,2259,1
steohat,2497.0,,2497,2497,1
stockfish,2739.0,174.8427865254955,2637,3000,4
stormbaker,2312.3333333333335,18.502252115170624,2291,2324,3
sunaya1,2368.0,,2368,2368,1
supercar,2178.0,,2178,2178,1
sword1956,2258.0,,2258,2258,1
taj2000,2390.0,,2390,2390,1
talaicito,2203.0,,2203,2203,1
thalaiva,2338.0,,2338,2338,1
theultimatehunter,2467.0,,2467,2467,1
thomasedisson2,2227.0,,2227,2227,1
toljaB17,2407.0,,2407,2407,1
torinl,2161.0,,2161,2161,1
trancongphucthd,2203.0,,2203,2203,1
tristanof,2352.0,,2352,2352,1
tujasago,2236.5,14.849242404917497,2226,2247,2
tushar20008,2292.0,,2292,2292,1
ufish,2366.0,,2366,2366,1
valino1,2177.0,,2177,2177,1
vatsalchess64,2366.0,,2366,2366,1
veron99020,2289.5,21.920310216782973,2274,2305,2
vinit_canada,2179.0,,2179,2179,1
vishnu7may,2197.0,5.656854249492381,2193,2201,2
vladimir_vorozheykin,2393.0,,2393,2393,1
waclawjadza,2203.0,,2203,2203,1
whyme85,2396.5,0.7071067811865476,2396,2397,2
willianbianchi,2310.0,,2310,2310,1
wisdomboy,2377.0,,2377,2377,1
wittay,2317.0,,2317,2317,1
wonderwoman008,2252.0,,2252,2252,1
wong2011,2296.0,,2296,2296,1
worldchampion179,2342.0,,2342,2342,1
wsygt11111,2208.0,,2208,2208,1
yair74,2265.0,,2265,2265,1
ybruned,2311.0,,2311,2311,1
yn1088,2229.0,,2229,2229,1
yosefhaim770,2188.0,,2188,2188,1
youagainst,2387.0,,2387,2387,1
yspok1,2250.0,,2250,2250,1
zhuchila,2171.0,,2171,2171,1
zohar2008,2252.0,,2252,2252,1
zoran0301,2173.0,,2173,2173,1
zygis11,2237.1,7.264066813202335,2224,2248,10
zzoom,2174.0,,2174,2174,1
