username,game_count,elo
miguelmedina190,4,2293.0
Fittrader,4,1511.0
Abo_Jamal,4,1583.0
scoobot,4,1661.0
Kogino,4,2114.0
p72bchess,4,2088.0
ich2,4,2478.0
DroganGruic,4,1510.0
Mohit_513,4,1826.0
DrLecter00,4,1434.0
Damussi_Vem,4,2294.0
felix_666,4,1760.0
Almutasin,4,1420.0
adudnik_ru,4,980.5
cavallofobia,4,1527.0
PKKorsika1982,4,1341.0
Kornclown,4,1621.0
Collin_B,4,1145.5
vjcheslav,4,2248.0
yourimagic,4,1977.0
Rocafella,4,1039.0
seksualnaczekolada,4,1825.0
D3RP,4,2008.0
nogalitos49,4,1964.0
NogmAgus,4,1522.0
Juliangs81,4,1706.0
macho_09,4,1960.5
Blunder_cgn,4,1594.0
ali-khodadadi1,4,1252.0
sunofchess,4,1978.0
Jacko720,4,1714.0
JazaGamming,4,2164.0
Katimeli,4,1966.0
yusuftp,4,1350.0
KSAChessMaster,4,1879.0
spotifyandchess,4,2408.0
virenjagdev,4,983.0
TheExtorter,4,1144.0
faznaz83,4,2354.0
Pierregbcn2023,4,1385.0
augustrii,4,1091.0
Danculik,4,1776.0
ErnestoGYE,4,1882.0
blqdbg,4,1819.0
usyu001,4,1923.0
PuTIN-RF,4,2208.0
Maltbier,4,2179.0
viggi88,4,997.0
elmehdisalama,4,1166.0
sachinsa1,4,1946.75
Naoufal77,4,1389.0
AHJani,4,1196.0
Hippongr,4,2413.0
tabarex,4,1856.0
InPlainSight,4,1799.0
CheekyAlladino,4,1678.0
JMStr8,4,1340.0
rodrigohartmann,4,1702.0
jesuswru,4,1582.0
JuanPabloQuerales7,4,1662.0
igor_ahn,4,1458.0
Sebjanek,4,1535.0
BCMM,4,1962.0
hamiltoncr,4,2364.0
peaktime,4,1376.0
Albright4,4,1296.0
Mohamed_Salama00,4,1111.0
rs2781t7,4,1682.0
dadice,4,2427.0
Sydenhamtennischamp,4,1841.0
Chessibague,4,2506.0
bldragon,4,970.0
NaH64,4,1554.0
Dreisamtaeler,4,2313.0
easyv,4,1127.0
Chessmoneybillion,4,1164.0
ryohma59,4,1768.25
Babafunke,4,2012.0
MetiForce,4,2692.0
theskinning,4,1945.0
hippygenius,4,1711.0
ExRom,4,2391.0
ustad7777,4,1500.0
markjones25,4,2052.5
batakci,4,1630.0
veldhoven,4,2482.0
TraxlerMachine,4,1317.0
lasanthar78,4,1276.0
Anatoly1962,4,2005.25
artistendo,4,2284.0
CaptainKenway,4,1222.0
goberzerk29,4,2369.0
gaspagel,4,2048.0
Emporio_Armani,4,2635.0
kitty_trainer,4,1619.0
Fed67,4,2392.0
Achmad_Prasetiyo86,4,1992.0
Anthony35h,4,1498.0
Balan_66,4,1730.0
micfel,4,2342.0
LIlTonqSlime,4,1110.0
AlexPawnold,4,2303.0
avaldesm,4,1529.0
anoo90,4,1091.0
echojulu,4,2141.0
Axel-Y,4,1451.0
nicholas581,4,2079.5
mICROBE1090,4,1942.5
abzupfer,4,1903.0
HotBobRoss,4,2251.0
uwebond,4,2041.0
imsk,4,2536.0
bzhnihao-29,4,967.0
ronvw,4,2134.0
Ibrahim_Ali0,4,1004.0
liufi,4,1892.0
Aminmdehghan,4,1838.0
vukdan80,4,1438.0
safsaf606,4,1224.0
Umbertoben,4,2227.0
Oligera65,4,1505.0
getsugatensho666,4,1440.0
AdrianCotirta,4,1876.0
Gambit2023,4,2208.5
kwoop,4,1516.0
traininglife,4,2380.0
erensavas,4,1074.0
bayu_gede,4,2304.0
Amrdarweesh,4,2151.0
sergio16im,4,2307.0
Jessica_Rabbitt,4,2934.0
poisonpawnz,4,1819.0
Mpale249,4,1777.0
EfeO28,4,1988.0
Oizopositif,4,1664.0
Eejyil,4,1365.5
PlacMan,4,1597.0
Sam_Kupriyanov,4,1432.0
PsoyKorolenko,4,2348.0
A4b3c6,4,1180.0
Enzo_2023Oficial,4,2417.0
LordPhil,4,1516.0
liczner,4,2790.0
m_waz,4,1286.0
Ardaddilek01,4,1870.0
chessperson,4,1993.0
Dreffo,4,1872.0
shubhamjigoyal,4,1412.0
alex2311,4,2197.0
PrayingMantisNinja,4,2455.0
fede456,4,1574.0
pandagambit,4,2371.0
fmurrayabraham,4,1589.0
hexv123,4,1514.0
CoffeeLover35,4,1164.0
BradRush,4,1678.0
PumpkinCake,4,1608.0
Mari3004,4,1203.0
ataraxia2709,4,1261.0
kristyd2099,4,1886.0
KGjaba,4,1770.0
rgoulter,4,1763.75
Altesa8282,4,1945.0
IheartKnightz,4,1688.0
loverman27,4,1572.0
karabela_01,4,1981.0
BishalMondal15,4,1780.0
cheetingatchess,4,1386.0
chesspivo,4,2332.75
spysch,4,1022.0
SvyatFromTheFarEast,4,1867.0
Omeka,4,2076.0
prof28,4,2500.0
coise,4,2067.5
Djabbar1,4,1866.0
skrymmer,4,505.0
AdamTadam1,4,1924.0
LucasLima2013,4,1708.0
bracewell,4,1903.0
CJ1975,4,1077.0
flaatens,4,2036.0
Momen156,4,1226.0
teg,4,1719.0
EverywhichWay,4,1738.0
Zahar_Zaviriuha,4,2242.0
azv68,4,1137.0
doctornemo2023,4,1814.0
bloodnwater,4,2310.0
Angy000,4,1068.0
Chess_Computer_101,4,2479.0
HKLemurFR,4,1686.0
HebertChem,4,1284.0
kuldhir1982,4,1504.25
AKM_7500,4,1633.5
BissaOne,4,1716.0
Pawnographic,4,2055.75
English_roG,4,1529.5
antoinevigneron,4,2030.0
ShipwreckHistories89,4,1932.0
Das_Omega,4,1055.0
Sameer_Maddi,4,1184.0
wasserzell,4,998.0
Motorradwanderer,4,1113.0
PavelGold,4,1710.0
Turmwacht,4,1708.0
Humshika2014,4,1103.25
playerchess2019,4,1880.25
John1914,4,2377.0
Lialit,4,1650.0
joechessplayer,4,1996.0
Akhon,4,1450.0
Secret1234567,4,2506.0
Amateurmeister,4,2226.0
ni7s,4,1934.0
Nekvalitet,4,1843.0
jorabidom,4,1824.0
EX0x,4,1405.0
ckrause1,4,1915.0
carterlii,4,1298.0
CR1sTH1an,4,1047.0
GD4444,4,1786.0
Oras0,4,2840.0
Domi83130,4,1580.0
occipucio,4,1956.0
Matthias1970,4,1868.0
JRubensBRA,4,1817.0
realjimcarey,4,854.0
champ2403,4,2227.0
anonymousMKS,4,1517.75
barbarco,4,1233.0
LilleVingen,4,2327.0
Archaby,4,1144.0
wachini,4,1858.0
Ronin789,4,1656.75
Pepkaspas,4,1460.0
fizjomis6969,4,1292.0
uglinskih1967,4,2494.0
TBland,4,1946.0
geo9000,4,1824.0
dantes2008,4,1851.0
maierhofer,4,1066.0
sisavac,4,1999.0
oli8000,4,1750.5
pekinek,4,1896.0
cj2451,4,1443.0
Rumple_DarkOne,4,2633.25
Hasemrahmon,4,1904.0
hansnaka,4,1635.0
michaeljeromekieser1,4,1604.0
Article1382,4,2349.0
doctor_adi,4,2254.0
arashz999,4,1730.0
boblibob,4,2398.0
abdelrahaman7777,4,1872.0
plameniliev,4,1389.0
DrRobertTharwat,4,1814.75
Kurcubisi,4,2494.0
NickyNoobio,4,1624.0
Udar59,4,2249.0
albertogh,4,1615.0
blitvur,4,1865.0
boutchich,4,1570.0
Panoramix22,4,2306.0
SocialGamer,4,2105.0
zer09,4,1439.75
nvss83,4,1184.0
oraimo47,4,1593.0
MarcCaesar,4,1509.25
festuxD,4,1350.0
mohan461,4,1022.0
AlexanderMitrofanov,4,2262.0
kpopsmoke,4,1247.0
guipsdenovoaf,4,1098.0
detune,4,1658.0
jeem2173,4,1294.0
Pospyeyev,4,1651.0
Extrabomb,4,1743.0
veluca,4,1279.0
Jayyco,4,1276.0
musalove,4,1352.75
jjwalker,4,1454.0
gebakje11,4,1547.0
diecolgar,4,1971.0
the_earthling,4,1674.0
Rushikk1986,4,2277.0
ACM_AlexToddler,4,1836.0
BachAgain,4,1416.0
funny_chess,4,2679.0
JeanLoup14,4,1970.0
vasquez_san22,4,1264.0
Abdosameer,4,1647.0
Fifafons,4,1848.0
Denissawyer,4,1960.0
gluhovchanin,4,1898.0
Yusufakg,4,1009.0
planic13,4,2107.0
thundertwister,4,2676.0
ziagakis,4,1695.0
Aram67-Shag,4,2470.0
Bassam917,4,1861.0
KangVitoZzz,4,2520.0
antsas,4,1682.0
Lovesupreme,4,1841.0
Myauno,4,1975.0
Rezzai,4,976.0
vovasev,4,2588.0
chess_play02,4,2515.75
vitaeterna,4,1603.0
mschicao10000,4,1627.0
Muzamily,4,1965.0
Lentinho,4,1916.0
KamNat,4,1650.0
AAS1989,4,1887.25
MarcusLicCrassus,4,1873.0
alfildebuin,4,1310.0
Mah-D,4,2188.0
lamiillion,4,2322.0
ABDALRAHMAN2_1,4,1927.75
KrAkEn_777,4,1573.0
videospielmann,4,2120.0
francis403,4,2271.0
zilbermanov,4,2503.0
alor1999,4,1493.0
keurnyokot,4,1539.0
oftaoftaofta,4,1264.0
dhairyamdesai,4,1748.0
akonst,4,1043.0
LSS-URANTIA,4,1823.0
Luke_Owen,4,2255.0
legbreaker,4,2347.0
runningpair2,4,2397.0
sofiajuanc,4,1972.0
Mironov_1964,4,2048.0
javaaaa,4,1134.0
ptsbmb,4,1731.0
Gothammma,4,1327.0
aboalfadel,4,1642.0
chuspita,4,1443.0
Edward222,4,1820.0
quadsquad,4,1833.0
buteo777,4,2282.0
RubbleChess,4,1783.0
sleepy55,4,1248.0
CookieNomfNomf,4,2215.0
wetatae,4,1516.5
Entaglementt,4,1048.0
Club33xEXE,4,1951.0
Krzysztof2357,4,1692.0
Barry_McOckinher,4,852.0
biyulacra,4,1103.0
sinida,4,1586.0
lehagav77,4,1866.0
Suleiman14,4,2103.0
paijosumeh,4,2167.5
AR2003,4,1599.0
Pochessss,4,1753.0
Azeebi,4,1629.0
mathurashrestha,4,1520.75
danilo1979,4,1649.0
KnoxNoks,4,1881.0
chess_abstract101,4,1720.0
damithk,4,2456.75
Pande999,4,1102.0
Savva_V,4,1723.0
MikeGScarn,4,2811.0
MisterFil,4,898.0
gogumaya01,4,1245.0
NinhBinh,4,1410.0
RookJameson,4,1207.0
Kopfi6,4,1751.0
barley5,4,1596.0
ChessItsNotForMe,4,1542.0
flofff,4,1802.0
dik876,4,1711.0
Bimsalasim,4,1863.0
fjorin,4,1233.0
Kamil_Fo,4,1362.0
ritterslust,4,875.0
LamsD,4,2234.0
O-Dannyboy,4,2148.0
maninthemoon123,4,999.0
Chess_Lover_Biplab,4,1830.0
IsyFredo,4,2262.0
Baryshnikov1974,4,2263.0
Pablonombrelibre,4,1623.0
KARL-OTTO57,4,2152.0
mdynl123,4,2433.0
nickVet,4,2659.5
hndsr4shkng,4,1330.0
dhaunac,4,1676.75
MarkSamo,4,1564.0
GorM08,4,2298.0
BenniM,4,1645.0
Capyking2011,4,2444.0
DumaBerty,4,1801.0
EraDino,4,1286.0
mr_redpine,4,1778.0
Mandarria76,4,2408.0
apollothedog,4,2688.0
xs7676,4,1334.0
Al5,4,2228.0
Mikkel_Vinh,4,2409.0
Walwad70,4,1699.0
apfelstroop,4,2380.0
Bahaa_alrabbaa,4,1776.0
Joe19041966,4,1983.0
galan_1981,4,1723.0
HappySisyphus1,4,1598.0
markonik,4,1419.0
Kronsbein_Jonas,4,1727.0
hashtagswagboy,4,1453.0
paktony,4,1910.0
AtalikS,4,2658.0
Gasan1907,4,2023.0
mixopa,4,1891.0
roki64,4,1590.0
Quadriga2024,4,2283.0
Kevoy98,4,1612.0
DAMIR621953,4,2290.0
RedQueen64,4,2134.0
anilaltr,4,1210.0
JoseNahum000,4,2500.5
PFC_MMR03,4,2550.0
baltowolf1404,4,1522.0
International40,4,1788.0
Facon0622,4,1349.0
gyuyui2,4,1801.0
michellopezabreu,4,2463.0
raftsiam,4,2344.0
Mriya2021,4,1017.0
gmmitkov,4,2640.0
hayaan2015,4,1876.0
anoir74,4,1922.0
scrou,4,1514.0
Osc1969,4,921.25
jacob-schaak-2010,4,940.0
psscriptnoob,4,2027.0
CorderoPrime24,4,1863.0
Panzer2023,4,1402.0
wildtricks,4,2663.0
joecramp1998,4,1445.0
rameshbsnl,4,1578.0
Dattabhor,4,1692.25
Loelius,4,1199.0
greg_stevens,4,1478.0
parsa_1393_parsa,4,1314.5
Arit111,4,1396.0
Virovin,4,1600.0
zific,4,1696.25
windblaster,4,1416.0
swpl77,4,1496.25
OhPawnSaint,4,1812.0
ganeshbn,4,1626.0
olepon,4,1927.0
Ilyas-Basit,4,1814.0
ToughShard,4,1984.0
PawnStarsLasVenturas,4,1650.0
Maxim3814,4,1517.0
ItsMeMChamp,4,1756.0
nietzschesm0ustache,4,1928.0
DoctrHouse,4,1324.0
sankhyan9,4,1144.0
Baidetskyi_Valentin,4,2792.75
megamax29,4,1904.0
BishopofBristol,4,1342.0
sroosli,4,1779.0
Rapid_offensive_unit,4,1661.0
schachspeedy,4,1217.0
supergm3000,4,2149.0
Jband2,4,1761.0
ebaydun,4,1188.0
Heinza9,4,2318.0
Metal_Slug99,4,2300.0
Revan_2002,4,2630.0
ynwathekop,4,1900.5
cartein,4,2478.0
Brooklyn009,4,1444.75
nevolem,4,1431.0
Kurgan0303,4,2124.25
robmBR549,4,927.0
ducanhminhtan6,4,1176.0
PN6,4,2109.0
regalregal,4,1168.0
AsrotPurba1977,4,2108.0
anni23,4,1084.0
jokidou,4,2164.0
ChessBob_2504,4,1600.0
deepvalue124,4,1474.0
RatAnatalist,4,1886.0
hosseinzpp,4,1563.0
Experience_Chess,4,2739.0
kh_aleksey,4,1171.0
balouloov,4,1739.0
bajky23,4,2014.25
yasin_amiriiiii,4,1729.0
ChainsOfFantasia,4,2654.0
senya200593,4,1308.0
MarathonDigital,4,2091.0
eugen81,4,1248.0
DAVIDRE1988,4,1530.0
wildhorse420,4,1280.0
IvanAlexPol2017,4,1565.0
Bleak_Mind_Emptiness,4,2088.0
QueenlessJoe,4,1637.0
maagtablet,4,2140.0
Teite,4,1946.0
Checkmater17,4,1779.0
Lauci,4,1962.0
Iam189,4,1356.0
krysguro2000,4,1981.0
DJimFer,4,1838.0
cibona,4,2561.0
Mikegambit,4,1626.0
rilana76,4,1907.0
eulenadler,4,2039.0
Rostem-e-Zal,4,2332.0
BarBaRosSa1536,4,1282.0
DCARO54,4,661.0
Amerika_MK,4,2264.0
camharm84,4,1627.75
Leo4164,4,1830.0
GrafSchokola,4,1662.0
gergesArmanyo,4,2200.0
chkamran,4,1707.0
FDecarlo,4,1858.0
chanak1999,4,1754.25
PreA938,4,2069.0
michelFrance,4,1847.0
IRISHKA_1304,4,1114.0
Nakamoru13,4,2122.0
mycose05,4,1336.0
Gaurab07,4,2010.0
Lefsal,4,1124.0
ff55gg,4,1632.0
BradMcdanold,4,1006.0
bocau14141,4,1140.0
Daigor0202,4,1888.0
skiadop,4,1376.0
musaevta,4,1469.0
Eyelashwine,4,1594.0
barmak,4,1912.75
jaytb83,4,1504.0
HydroK,4,1725.0
IIaIIa,4,2034.0
Eddy1421,4,1560.0
Schachtel316,4,2255.0
Kazimierz-Odnowiciel,4,1959.0
fortissimo88,4,2035.0
Myetzko_EOL,4,1777.0
Jcalc05,4,1595.0
HalfTimeBlitzPlayer,4,1921.25
ALTAIR784,4,1749.0
DeLey4,4,1662.0
PouryAB,4,1597.0
macmie,4,1890.0
ALEXSADERISPUSHKINO,4,2050.0
diklorant,4,2062.0
BigMoney_Schacharena,4,1022.0
moyassin,4,1883.0
acajoes,4,734.0
Schachpanda_YT,4,2268.75
JoSchi61,4,1904.5
popovicR,4,1978.0
joseVallejo,4,2008.0
letthemitEatCake,4,1975.0
Kalle321,4,2066.0
lulek96,4,1434.0
Gilevich,4,2560.0
MaxQuintus,4,2126.0
peddiraju111,4,2027.0
Bbao23,4,2099.0
ab0baa,4,1444.0
Fineghal,4,1283.0
HelloIamAhmed59,4,1839.0
skeep3r88,4,1840.0
KamalEddarraji,4,1767.0
panoskak9,4,1725.0
IamMugic,4,1064.0
sadhamlet,4,1015.0
ChessMasterXtreme420,4,2207.0
alberto499,4,1650.0
jacf18,4,2554.0
Byzov59,4,1778.0
retsjahiw,4,1655.0
AleSanSil,4,1405.0
dedmoroz24,4,1938.0
lucho250461,4,1403.0
Rickroll007,4,1767.0
Almeida1974,4,2328.0
ajayesh,4,1673.0
Yamaarashi,4,2105.0
Kalli_FeldChamp,4,2134.0
Esmail07,4,1728.0
Dannyibz83,4,1484.25
pereha,4,2053.0
Krroo,4,1878.0
Marin225,4,1359.0
petrokamin,4,1649.0
pgorke,4,1785.0
cheeze474,4,1478.0
RSukhorukov,4,1805.0
CRM_19,4,1931.0
Tolyan-2201,4,1398.5
Baudolino209,4,1899.0
Organda,4,2050.25
Egor_Vladimirovich,4,2474.0
gastar,4,1866.0
stochastichess,4,2436.0
Patzerle23,4,2342.0
Neubourg,4,2297.0
B17501685,4,1632.0
Majasystem,4,2362.0
hanyabdo,4,2312.0
Kingboy15,4,2211.0
brain964,4,1749.0
munazzashaheen,4,1241.0
Saletinho,4,1339.0
dimych1,4,1978.0
ismail_je,4,1094.5
kisbgabi99,4,1081.0
the801cycles,4,1612.0
Rumblepants,4,1867.0
drvchss,4,1766.0
mp777777,4,2089.0
Daniela1962,4,2031.0
jonat247fun,4,1281.0
APOMAREM,4,1487.0
bourinator,4,2083.75
AndiWerner,4,2032.0
Z3B4ZT14N,4,1663.75
Pankratov_Oleg,4,2370.0
PChernomordik,4,2346.0
GoodGamerpro100,4,2499.0
Jerzyk_84,4,1481.0
redmobulla,4,1669.0
Daniel_Kaiser_82,4,1668.0
frnd42,4,1564.0
Gatotkoco995,4,2447.0
alainfabel,4,2267.0
Scarlet_dawn,4,2751.0
APlatau,4,1778.0
sushiman1111,4,1814.0
diviner7,4,2516.0
dudasoliveira,4,1499.0
joeblow007,4,1467.0
vava1758955,4,1509.0
John-Wick,4,2597.0
futuremasterko,4,2196.0
lp24,4,2385.25
PRADEUS,4,2198.0
tomkruz88,4,1974.0
alexcoglin,4,2062.0
NanohaYukine,4,1681.5
DIMAXXS,4,1494.0
Farid_Namazov,4,2610.0
CWHarrison,4,1690.0
Poifiend,4,1885.0
MVZ_11,4,1257.0
ferner257,4,1198.0
iwont2750,4,2292.0
NattoYoyo2,4,1089.0
mmaahheer,4,1403.0
jescalar1,4,2085.0
Permiakov_Vladimir,4,2391.0
Ramoneti2264,4,1139.0
ahmet87705,4,1930.0
moustruito,4,2195.0
Aminesait,4,1033.75
FinishMySentence,4,1509.0
Mark613,4,1391.0
dgmslva,4,1548.0
FitzsGerald,4,1495.0
cometomom,4,2277.0
KhalidMPonmala,4,1503.0
reyblackwhite,4,1512.0
ErikNeda,4,1481.0
ElPatronTM,4,1633.0
ALCATRAZ29,4,1265.0
estocastico,4,2715.0
ahmadehab18,4,2191.0
Teren554,4,1396.5
TheNuclearOption,4,1376.0
IlGu13,4,1840.0
ypsilonztwo,4,2100.0
bernardo-tod,4,1024.0
xmov,4,1342.0
Aravindh374,4,2108.0
Dragon0702,4,1607.0
TarraschRapid2020,4,2315.0
NikitaSemenyuk,4,1826.0
AmoreAmore19,4,1909.0
jcphillips8,4,2130.75
MANGKOK,4,1850.0
KAHABER,4,2247.0
echec-et-trace,4,1160.0
thiagobarreto,4,1811.0
Arad_Karimi,4,2271.0
Ala1989,4,944.0
ChatNoir38,4,2098.0
Codeur_gameur,4,2083.0
crisis2k2,4,1972.0
Hande1998,4,2416.0
whoislud,4,1472.75
ChemikHg,4,1128.0
NigeByss,4,1214.0
manitosi,4,860.5
Positionalplayer4,4,2356.0
GregoryPaschos,4,1594.0
kamilagduk,4,1336.5
Bennygood,4,930.0
vinesworth,4,1479.0
manjunathj,4,1704.0
majosor,4,1231.0
ptrichel,4,1244.0
Nkunku,4,2232.0
Candychessmaster,4,2276.0
Sermak7007,4,873.0
gelberEsel,4,1650.0
duchess-23,4,1243.75
Silvermist15,4,2365.0
cannoneer,4,1941.0
Bubnjd,4,2180.0
Crow-_-Martins,4,1877.0
manuelbrofar,4,1770.0
malekmosa17,4,802.0
Anatoly78,4,2040.0
PIorra2,4,1854.0
EYAD024,4,1942.0
Zevar,4,1942.0
x4nr,4,1723.0
dscrypter,4,2021.25
Porsporosa,4,1478.0
hezuzu,4,1234.0
goashim,4,2023.0
learningchess6,4,1527.0
GregCardona,4,1612.0
diegolongoni,4,1991.0
fbelov555,4,1476.0
BlitzAndBulletAtWork,4,2233.0
asumanco,4,1500.0
Rooksdown,4,1366.0
BalazsA,4,2083.0
wise33,4,1460.0
Nim21,4,1829.0
frepricot1,4,2271.0
Anomada_0,4,836.0
MrXpert,4,1052.0
o7777,4,2077.5
Judicas,4,1756.0
puppies_are_fun,4,1910.0
elmali_chess,4,1862.0
EthantheLoe,4,1048.75
BBWill,4,2128.0
Nimzo007,4,2051.0
Guillex,4,1036.0
ferrucciolari,4,1763.0
Adenbenze21,4,2418.0
Basilio01,4,1656.25
eliavafaiee,4,1992.0
sreco,4,2194.0
Dondiego95270,4,826.0
troebe,4,1053.0
NikitosOtdaiPoltos,4,1387.25
mataco2,4,1654.0
Jodelmeister,4,1422.0
remarkableemperor991,4,2016.0
AliRazaZX,4,1072.0
ab4155,4,1079.0
zagzig,4,1382.0
RaPL,4,2160.0
Opanyinkoro,4,1620.0
chesspawn123,4,2175.0
yf95,4,2115.0
krnov,4,1904.0
boogeewoogee,4,1361.0
ahmttbhceci,4,1168.0
Lary01,4,2116.25
Krustencheese,4,1079.0
sami1868,4,2042.0
Zabyk,4,1639.0
lt0qcq,4,1460.0
MADRID_5,4,1889.0
resirkuleif_enjoyer,4,1477.0
vinni3012,4,2276.0
abedinov,4,2449.0
waveboarder,4,1626.0
KirCat777,4,1687.0
Corvexx,4,1502.0
Marinavl,4,1423.0
petequu,4,1212.0
small_island_nation,4,1937.0
vestitidipietra,4,2046.0
balans777,4,2026.0
shajimonpc,4,1562.0
LobsterBrain,4,2268.0
Becerrito123,4,1603.0
Nadtkins,4,2537.0
IziGo,4,2526.0
AndresBreg,4,1887.0
Chessmasters9000,4,2105.0
mohammed20052021,4,1975.0
Anonymous_Beast,4,2549.0
ignor07,4,1447.0
kmezinjo,4,1452.75
cherepakha2005,4,2633.0
alfilmalo74,4,1930.5
DexCare,4,2068.5
stroboc,4,1429.0
Anatol75,4,2479.5
GaleevIlya,4,1723.0
BlackQueen110596,4,1080.0
wabisabi_wasabi,4,1478.0
Aqiyuddin,4,1962.75
Mostafa7amdy123,4,1681.0
kmuruganim,4,2432.0
ElKaiser,4,1962.0
abrakadabra5,4,1375.0
IvanMarinkovic,4,2400.0
michElmv01,4,1876.0
bobinators,4,2337.0
othman_dwby,4,1833.0
flyingjfish,4,1723.0
KonstOmsk,4,774.0
Momchi,4,1950.0
Serg_01,4,2546.0
Dedalo89,4,1195.0
stanislaw123,4,2122.0
Corylus,4,1704.0
RNAV30Z,4,2405.0
Nohaypanduro,4,2352.0
gentaa12,4,1830.0
Nahamkin,4,2065.0
Malgora,4,1031.5
ssparta123,4,1640.75
mohamedth12345,4,1492.0
hornitoqueiru,4,2038.0
TitledMoneyGrabber,4,2324.0
xslavik,4,1600.0
tritarov1960,4,2335.75
happycricket,4,1914.0
Digol,4,1546.0
BAWR,4,1116.0
NeverDreamed,4,2554.0
NotAus,4,1536.0
amirhmamir,4,1155.0
adonaymb,4,2180.0
Fred_G,4,1379.0
Chess_2007,4,2592.0
BossKing0411,4,2214.0
yvang2023,4,2021.0
frpage,4,1700.0
heubueno,4,1113.0
mbp223,4,1347.75
nelida_duenas955,4,1965.0
IDTruanJ,4,1873.0
SaadTheGlad,4,1426.0
qvenky,4,2014.0
HighwaterRising,4,1682.0
Mountajar,4,2698.0
Raph1803,4,1203.0
CARLOSTornquist,4,1982.0
lavanyachaudhary,4,1401.0
NazarVoronChess,4,2180.0
BigH,4,2453.0
last_gunslinger,4,1677.0
Napalm10,4,1966.0
kamozi,4,1573.0
seemoreglass83,4,1601.0
TerraFirma909,4,1712.0
jizon71,4,1972.0
Pawn_Avalanche,4,2665.0
calorias,4,1709.0
BalagAl,4,1450.0
tourneyacc89,4,2286.0
BorysBBR,4,1665.0
A_Larichkin,4,2171.0
DuT1TA,4,1892.25
GLeruste,4,2507.5
michigna,4,1504.0
Anikspahiu1,4,1974.0
ramil62,4,1379.0
emcconnell,4,1563.25
Natalia321,4,2025.0
Abdulhamid2020,4,1274.25
Ishigami_yoka,4,1442.0
EagleSMZ,4,1772.0
Lugiax,4,948.0
sterpfi,4,2297.0
downbutnotout,4,1919.5
bellenss,4,2236.0
mohamedsapry,4,2191.0
adrian_makarov,4,1312.0
maxstarfall,4,1377.0
Xjavior,4,1392.0
SerHugo,4,1440.0
LillyHedgehog,4,1832.0
golomin,4,1918.0
bitcoincrab,4,1472.0
JnBx88,4,2119.0
ALEKSANDRSSS,4,1751.0
Evgenii_Rudenko,4,2223.0
Shahnmatenok7,4,1763.0
sslavskii,4,1861.0
tacotacotaco,4,2082.0
KozakMukola,4,1864.0
Jeep80,4,2387.0
molenotyetwhacked,4,2526.0
rigondo,4,2481.0
xokage,4,1120.0
Ajun_pdg,4,1973.0
cyberntfly,4,1582.0
fajomu,4,2037.0
gomardzero,4,1838.0
selahaddin21,4,1248.0
anatolii50,4,1927.0
pemain77,4,2285.25
degonzalo,4,1850.0
bcsav,4,1374.0
amiraliHN,4,1502.0
ZORRO-2021-ZORRO,4,1975.0
LeftySpurs,4,1880.0
craimond,4,1222.0
costagalo,4,1993.0
osamaqodse,4,1560.0
v1956,4,2010.0
Kabw77,4,1944.0
Sergey_16,4,1388.25
jpm653,4,2486.0
Piranaseven,4,2369.0
A13601364,4,2038.0
lancerisimo,4,2260.0
fabian_lavayen,4,1433.75
kheg,4,1671.0
AC8888,4,2234.0
m-amiiin101,4,910.0
vladimirputan,4,2508.0
Kaldanian,4,1436.0
Bee3stings,4,2018.0
Realaje,4,1679.0
gyton,4,1220.0
Dark-Mador,4,1398.0
Evgenii25,4,1269.0
Amirshokri,4,1811.0
Magistr_Masonov,4,1365.0
AR-MKS,4,2236.0
msxtype1972,4,2031.0
Hadza_3,4,2352.5
Mkarp,4,2318.0
Alex_Amatonding,4,2127.0
Fernandomi,4,1715.0
xitleroc,4,1718.0
bicofevo,4,1440.0
savagepukers,4,2219.5
Eclecnic,4,1257.0
Finaliste,4,2006.5
Ivan-X,4,1758.0
evoprahe,4,1256.0
michaelmay248,4,1392.0
Asar99,4,846.0
hortemel,4,1831.0
drmagdy,4,1958.0
timelesslimitless,4,2360.0
duconja,4,1532.0
BBaileyOH,4,1850.25
filmer75,4,2540.0
tomtomzi,4,1527.0
Namanv18,4,1498.0
petsie9,4,2035.0
Diumenge,4,1944.25
OSTI_2024,4,1201.0
rammerz98,4,1675.0
svenha,4,1908.0
cantorypoeta,4,2377.0
Hooligan64,4,3072.0
fazlielver,4,1043.0
mnmassari,4,2088.0
JUNIORPAULISTA1890,4,822.0
sichkoriz,4,1754.0
desdre,4,2012.0
Bastouz,4,1330.0
german11,4,1276.0
tpmom,4,1335.0
vstkanna,4,1915.0
LonleyPlanet,4,1854.25
agram20,4,1242.0
vans,4,1450.0
sadplayer77,4,2154.0
JS_Math,4,981.0
Max792007,4,1891.0
Bair-0672,4,1944.0
GuyVelvet,4,1274.75
yoavreshef,4,2212.0
bouzid_BenAmmar,4,1994.0
hubert-lemler,4,1272.0
Annaly-Annalyew1979,4,2410.0
PLAYER123456789012,4,1331.0
Ayman_Ali,4,912.0
Heavybounce,4,1390.0
pavel_skufnikov,4,580.0
Galbar,4,1658.0
newplanet_2025,4,1596.0
ipuutontoots,4,757.0
ilovebanana,4,1623.0
chessmec,4,882.0
Alexandr_KhleBovich,4,2781.0
msalnave2,4,1700.0
IAmmGroot,4,2174.0
Salvador78,4,1685.0
